Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
542787,B005QFGMIS,A36KUS8PB4PKQH,"Nevin Seddis ""simple shopper""",3,3,5,1326585600,Great grains!,"This is a review for the Keysands Live Organic Milk Kefir Grains (Tibetan Milk Mushroom), which is what previously linked here and is being discussed by other reviewers...<br /><br />Like one of the other reviewers, I also purchased two brands of kefir grains at relatively the same time from Amazon. In my case, I ordered these from Bulgaricus and also grains from Lifetime Kefir. I am a fan of both grains, though they produce kefir differing in flavor and consistency.<br /><br />The  Bulgaricus grains arrive in relatively large quantities, allowing one to consume the kefir produced after only one ""healing / restoration"" batch.  The grains are relatively thick in diameter--allowing even courses mesh strainers to be used without worry of too many grains passing through. The kefir produced is rather creamy and fairly viscous.<br /><br />Lifetime Kefir arrives in a very small quantity, and it takes about a week to set up.  The grains themselves are extremely tiny, and even after a month or so of cultivation, the individual grains remain small in diameter. The kefir produced by Lifetime Kefir is stronger in taste (acidity) and somewhat less viscous when compared to Bulgaricus.<br /><br />Another reviewer here was complaining about the curds being thick and (perhaps) overly grainy.  The  Bulgaricus kefir curd does separate substantially from the whey.  I like this, as it allows me to remove the milk serum prior to pushing the curds through the strainer, and thereby to effect a thicker, more yoghurt-like kefir.  Leaving the whey in and re-mixing it with the curds, will yield a thinner kefir drink if that is what you are after.  By contrast, I find it harder to get thicker kefir from the Lifetime Kefir grains when I want it, so I appreciate having both varieties around to process in different ways.<br /><br />In the end I find the Bulgaricus kefir to be a fine strain!"
403826,B000LKZ3I8,A3TGRYU6Y7YLJJ,Entrepreneurial Product Marketer,0,0,5,1323561600,Healthy drink in great packaging,"Tasty and healthy milk in great packaging, easy to carry and worth the money. I alternate between chocolate and strawberry flavors."
53605,B0016687F2,AD9CL4VYASEB1,SkinnyDevil,5,5,4,1326499200,I like!,"So this is my first time with protien shakes and the first one didnt go down well. But I had another and actually liked it. Ive been doing 2 scoops with ice, water, and a banana for breakfast and lunch. Snack on nuts and have a healthy dinner and am already down 7pds. I definetly recommend this product, just ordered vanilla ice cream flavor and cant wait to try it. Also I shopped around and this price was the cheapest ive found by almost $10."
203372,B0033HPPIY,A1O9EA2S7T76DI,"J. Yates ""shopping for others""",0,0,2,1309910400,Only One Cup Needed,"This coffee is ok...if you truly love cinnamon. I can only take one cup and then I am done with that. I would buy if one or two were in a multi-variety pack but I will never buy it in a package alone. I did share some cups with my sister, niece and a couple of friends and they all had the same opinion..only one cup needed."
240946,B000NBQUNW,A2PCWEDB6WVFQD,Kimberle A. Fricke,15,19,4,1184284800,Great idea,"We use this item for my teenage daughter who already has high cholesterol due to a strong family history of same.  It's much easier and more convenient than taking the pills, and less expensive.  She thinks the taste is good as well.  I can't say for sure whether they are effective in bringing down cholesterol or not.  However, my daughter's recent bloodwork shows significantly decreased cholesterol levels, so it's definitely worth a try."
41895,B006Q7YFLQ,A1CC1IKCUIQMUV,"R. Larkin ""Rosemarie""",0,1,4,1341273600,My dog loves them,"These are dry but not hard, slightly crumbly, small cookie-sized treats. When my husband is having a cookie, he gives one of these to the dog rather than the people cookies he shared with her previously. She doesn't feel deprived, and her health and our vet thank him!"
365735,B004VPUCZS,A7C27CFX8NPWN,"Jay Wimer ""Jaybawb""",0,0,5,1343347200,I LOVE this stuff,"I eat at least one bowl of this every day with cranberry juice. YUMMY!<br />Supposedly it's actually good for me, but that's beside the point. I need food. This is FUN, TASTY food."
252521,B000YW7Q0Q,AKMEY1BSHSDG7,J. Arena,5,5,5,1232236800,"Oh, I've got to control myself!","Who doesn't love Kellogg's Rice Krispie Treats? I know that I love them way, way too much -- so I really have to try to limit myself. When they're in the house, I swear I can hear them calling my name!<br /><br />When I had a bunch of folks in the house for a movie night, I put them on the coffee table, and you'd think I had offered them the finest pastry in the world!<br /><br />Free shipping makes this an offer you can't resist."
154026,B004KVBMN4,A2SCUC8CV6O76C,Kitty Wright,0,0,5,1315958400,A lot better than expected.,"I tried a bite out of curiosity and was pleasantly surprised by how aromatic and delicious this is! My 9 month old loves it too, but she also likes spicy and herby foods (probably because I eat a lot of garlic). It is VERY potent, so I can see why a lot of babies wouldn't like it, but if you have a little one who seems bored of Gerber's cardboardy ""mixed dinners"" then I strongly recommend. Garlic is a great food to introduce to your babies anyways because it's loaded with nutrients and fights infection, and if you're worried about the smell just mix in some chopped parsley."
101275,B000IUPND6,A1FPHBSWNBIPEQ,K. Duffy,1,1,5,1280188800,Liquid Stevia Root Beer,I LOVE this stuff. It does have a bit of an aftertaste but I've been using Stevia for years and find it much less than the powder. I've only used it in plain filtered water. I can't wait to buy some sparkling water to use it in.<br />It has a great flavor and after years of not drinking soda it is a nice treat for me.
301782,B004CQZQQG,AQ6A82ET4KMHV,Mrs. G,0,2,5,1319587200,More Science Diet on Prime Please,"As a frequent Amazon shopper, I purchase nearly everything for my household on Amazon.  I use Amazon Mom & Subscribe and Save almost everyday.  I would love to also purchase my dog's food on Amazon through Prime.  It would be great if Amazon offered Hill's Science Diet Small & Toy Breed Adult Dry Dog Food."
2599,B002HQVIUQ,A1W80KEBSQCZ9W,"C. Smith ""caitlyn""",3,3,5,1329091200,Best flavor!,"I am in love with this tea. Every other apple cinnamon tea I've tried has been too cinnamon-y. This is the perfect blend. It tastes like apple cider without all the sugar, which I love. I recommend this tea to anyone who wants a low-cal version of apple cider."
132776,B000HG84EQ,A3ARI37PAELY63,Robert,1,1,1,1347062400,Terrible,"Hoping for a more 'natural' tasting snack, I chose to buy this.<br /><br />It is disgusting.<br /><br />The taste is okay, but what really ruins this product is the texture. The flavor is more apple than strawberry and is so loaded with sugar. It tastes more sugary than a fruit by the foot. Do not buy this product. Wonderfully I bought a 30-pack."
209599,B004ZEL1BO,A2W0H4Q1UQNJVP,Steve,0,0,3,1347753600,Dog loves 'em,"I haven't had a chance to call the company to ask about overseas product in this, but I will.<br />I like these because it's easy to cut them into small training size treats. If I can find out if it's all USA source ingredients I'll give these treats a 4.5."
267713,B000FMZO8G,A294XIDCE087BB,"Irreverent ""irreverent""",0,2,1,1331769600,AAAAAAAaaaaccccKKKKK!!! PRICE WENT UP OVER 50%!!! When can we subscribe for this great healthy snack?,"A half-pack of this (if I can stop at a half-pack) usually suffices when a craving for SOMEthing to snack on fights the knowledge of blood sugar readings that are borderline for type 2 diabetes. Other reviewers have described it most adequately, with nearly all finding it quite enjoyable, perhaps not TOTALLY virtuous, but much healthier than most snack foods. This is the best price I could find for it, at this writing a dime per pack cheaper [[AS OF JUNE 6 50% MORE!]] than at W**-M***. Amazon does not yet offer it by subscription, which would bring further price improvement and freedom from having to place repeat orders.<br /><br />UPDATE: THE PRICE WENT UP BY OVER 50%!!! These were $1.50/bag at a ""national discount chain,"" so I can no longer recommend buying them from Amazon.  The store had them in stock when I checked, but another store wanted $2.50 per bag.  If Calbee drives the price up so horribly everywhere, I CAN NO LONGER RECOMMEND THIS PRODUCT AT ALL.<br /><br />Oh, Amazon, why do you keep doing this to us?  This isn't the first time that your price for a beloved item rose by some huge amount.<br /><br />Ya know what?  We can buy a bag of frozen microwave-steamable sugar snap pea pods or edamame (soy beans, either shelled or in pods) and be eating them five minutes after the urge packs us.  The bags costs less, contain more pods, and contain no fats or seasonings, so we can control the amount and type of added sinfulness."
506977,B004H4PAU0,A399EN3B6WAOKV,"tgfathergoose ""tgfathergoose""",1,1,5,1307923200,Best Sweet BBQ Sauce Ever!,"Cookies BBQ sauce is made in Wall Lake, Iowa. The original BBQ sauce is smoky sweet. For my family, we like smoky sweet, and too many of the sauces nowadays have too much of a bite.<br /><br />The BBQ sauce can almost be used as a substitute for ketchup, but I'd rather save it for ribs and chicken!<br /><br />From their web site:<br /><br />Cookies Food Products, manufacturer of ""the award-winning sauces America loves to eat,"" had its start in a small town in Northwest Iowa. L.D. Cook of Wall Lake, Iowa, produced the first batch of Cookies Bar ""B""""Q"" Sauce in his kitchen in 1976. A year later, Speed Herrig, another local Wall Lake resident, took over the sales duties and hit the road selling his outdoor cooking product out of the back of his pickup. His hard work and persistence paid off. In 1984, Herrig bought the company from Cook. At that time the sauce was being bottled in a small building on the edge of town. Today, Cookies products are still produced in Wall Lake, but Herrig and the Cookies crew are housed in a modern 105,000 square foot manufacturing facility."
130824,B0009WKASG,A3146ITFLKCGUE,"Rosie ""Rosie""",0,0,4,1323734400,Great experience,"My dog is allergic to wheat gluten.  Every other food she has tried (including other high-quality brands) resulted in itching, vomiting and/or diarrhea.  I got this food because of the limited ingredients.  She has done very well on it.  She doesn't scratch all the time, she doesn't vomit, etc.  I only took one star off because I would like this food better if it contained probiotics.  I supplement her food with a small amount of fish oil, a small amount of probiotics and a dog supplement called ""gas defense"" that helps with digestion.  Still, I am sure that even without all these supplements she would do well on this food.  If your dog has food allergies I recommend trying it.  For reference: she is a 60-pound lab and she eats 1-cup of this twice a day.  Also, she could probably stand to lose 2-3 pounds."
218375,B003QI7QDM,A1NCCWFXM0W77X,A. Simons,5,5,4,1323216000,Wonderful flavor,I have used this in several dishes and the smoky flavor really comes through. The only problem I had is that I couldn't open the lid. I had to use a can opener to get it to work. I would buy it again.
428218,B0002NVLLC,A28YDMI499J1X9,J. Janssen,10,10,5,1289347200,great price for very good product,"If the price is too good to believe, well it's not.............  these Shitake are superior to supermarket brands at about half the price (which includes shipping).  Cap sizes are in the 1.25 to 1.75"" range and are very uniform in shape.  Trust me, a pound of dried mushrooms is a LOT and at this price you can use them in just about anything; hint, save the soaking water, filter thru a paper towel or coffee filter in a strainer and use like wine, stock or water in soups, braises or reduction sautes.  Great flavor and can be substituted for porcini or cepes when you don't want to break the bank, though they're really best suited to asian dishes.  The reason they're so much cheaper is that they're cultivated where porcini/ceps are gathered in the wild; kind of like the difference between wild salmon and farm raised.<br /><br />10/28/11<br /><br />Please be advised that this product may or may not be the same as I purchased at the time of my review.  The vendor is entirely different and I have no confidence the product is from the same source or is in any way similar other than  by weight. I also question amazon's policy of using my review to promote a different vendor and likely different sourced product from that which I shared my experience with.<br /><br />*************<br /><br />After I posted the above revision amazon added back in the original vendor which I had experience with.  I don't know if this was coincidental or a result of my additional comment, but to ensure this doesn't become a continual issue, let me state that my purchase was made from JR Mushrooms & Specialties and that I stand by the review of the product they provided.  Any other vendor is likely to source this product differently and therefore my review should only be considered when purchasing from JR."
471137,B000K8R2YO,A2GOE7ITDGYVE,Lee Brownell,1,1,5,1244332800,I LOVE these,"These are way yummy. I wait until they have a special offer code to order a bunch of Stacey's stuff, else they are a pricey snack."
336028,B001EO5PCY,AOVXQM04CUARO,PaliKate,0,0,5,1273276800,Best tea ever and with health benefits!,I love this tea and have been drinking it for years.  It turns out that drinking 3 cups of herbal tea with hibiscus in them can lower your systolic (upper number) blood pressure by 7 points.  [...]  So drink and be well.
293657,B002V024VK,ABUIK1CS9FRF7,Daniel Jacobson,2,2,1,1268956800,Gross and Sugary,"Wow, this stuff was gross and sugary.  It tasted like those bad soft candy fruit cubes.  I couldn't even make it through the first bag and ended up giving the rest of the pack away to colleagues who similarly disliked it.  Other dried pineapple on amazon from Kopali is vastly superior."
545161,B004DIZWQM,A3M73KV733HBG3,Patricia Y. Hahne,0,0,5,1348963200,My Husband Loves These!,"I can't keep the fridge stocked with these ""Mucho Mango"" Arizona drinks.  My husband drinks them just about as fast as I put them in!  I have to admit that they're pretty darn tasty."
75965,B003WREBIK,A65DFK1MSAFGA,ChrissyLovesSnacks,0,0,5,1329609600,"not ""cookies and cream"" but still delicious","There are no chunks of cookie, in fact it tastes nothing like ""cookies and cream"" BUT it is really really good. That's relative to the other A.Z. flavors of course.<br /><br />In general, arctic zero ""ice cream"" isn't ice cream at all--it's a frozen treat that's low in calories, high in protein, and is really a ""health nut's"" dream. You can't expect Ben and Jerry's when you eat this stuff or else you'll be highly disappointed.<br /><br />my favorites are cookies and cream, coffee, and vanilla maple!"
550330,B001SAXPEO,A31N6KB160O508,Fran W.,0,0,4,1214006400,Not bad but a little hard to get used to,"My husband likes these a lot. They are a bit different to get used to as they are less greasy and salty in taste than the usual chips you buy. They are more browner than I would like to see and the chips are pretty sturdy in texture. Not bad, though. Just takes getting used to eating chips better for your health. They do have about 1/2 the calories in fat, however."
469024,B000084F5E,A329YKCT5AXRZ2,Terrianne Stjern,1,1,3,1296950400,They Won't Eat It - Boo,"I have picky-eater cats. My kids ate whatever they were offered but not my two somewhat overweight rescue kitties. They are very specific about their food. They ate this new food for exactly two days and then refused it completely. The food looks good in the can, has lots of what is good for them, but if they won't eat it, it's worthless. I donated the unopened cans to the Charleston Animal Society."
257343,B0029NLV8G,A3P9KBBIJROL9F,Kresenda,1,1,5,1316131200,My cat LOVES these,"Not only does my cat love these, the packets make sure you get everything out and the chicken ones are low smell (unlike the sardine and mackerel ones that are her favorite)."
227806,B0033HPPIO,AT3VUCK16AVI8,S. Schmid,5,6,5,1292371200,real chocolate,Of all the chocolate coffees I have tried this has the most chocolate aroma and taste. I really enjoy the chocolate aroma while it is dripping and it delivers the chocolate creamy taste you associate with a chocolate glazed donut.
9475,B000UBDKII,A2VRSADIZLOAU3,"Anne Cummings ""annebanana""",0,0,5,1278115200,YUM,Great coffee.  We mix it with Godiva chocolate coffee or regular medium roast.  What a treat
149185,B000J423MK,AH8924TCKHW48,"cookwarejunkie ""cookwarejunkie""",3,3,5,1310860800,Makes great frothed milk for lattes and capps!,"I got this to make milk froth for my Nespresso Pixie. I was using a Dolce Gusto machine for my coffee milk drinks with the powdered milk capsule, but this is better. Since I don't use milk much for other things, this works better with less waste. It also froths better too, with just a hand held frother to rinse. I just use the Nespresso to pour some hot water into a cup with the milk powder and a packet of sweetener, and hit it with the frother. The Black & Decker one works great. Then I do a shot or two of espresso, and an instant capp or latte with no fuss! Tastes as good to me as frothed milk from a fancy machine."
38737,B002DHUCEM,A15PFIWUUDA326,LoveMyFamily,0,1,1,1347321600,Don't Buy It!,"Kellogg's products are full of GMOs (Genetically Modified Organisms) which are linked to many health problems including infertility, cancer, auto-immune disease etc... Please research GMOs before deciding to purchase any products from Kellogg's. I would NEVER feed this to my family!"
45451,B000NPUBA6,A2CKPJ9SGTPHCZ,A Busy Mom,1,2,5,1274572800,Lovely,There was nothing wrong with this lovely little bonsai. In fact we are ordering another. We have been pleased with everything we have purchased from Hirt's.
203973,B001QEEXCK,A30E7VN59NDR0I,Matthew Bowen,1,2,1,1229558400,Beware the new formula!!!!,"I have been an avid Canidae supporter for about a year and a half.  My breeder recommended it and I was VERY impressed with how my dog responded.  However, a few months back they changed their formula, (they also lessened the bags from 40 to 35lbs AND raised the price!!!!) and it is terrible!!!!  I went through 2 bags and couldn't understand why my dog was consistently producing loose stools, when she never had before.  Randomly, I found 1 bag of the old formula left at my local dealer so I bought it.  Immediately her stools firmed up.  Now I am again on a bag of the new formula, and again my dog is sick.  I am done, I will no longer support Canidae.  Do not buy it!  Do your research, at this kind of money there are A LOT of better dog foods out there."
332742,B001EQ4M8A,A1MP8B0M2BR9Z5,"Jana ""amazonrocks""",6,7,5,1174262400,Yummy!,I love the Barefoot Contessa. I have 2 of her cookbooks and love the show. I have made this coffee cake the long way and from this box. Both are fantastic. Everyone loves it. It's a nice treat on the weekends or to serve with your afternoon tea or coffee.
71430,B004F1LNDI,AV3D30T9KOCJM,"Phil ""phil""",3,3,5,1315526400,Tasty... one more please,"Honey Stinger is a pleasant addition to an endless energy bar section at your local bike store. You know about those energy bars, sure it gives you energy / carbs / protein but they are a pain to eat (way too hard / chewy, nasty tasty, etc). Honey Stinger really hit the spot as a healthy tasty alternative. (I sound like a commercial but I do not work for them... wish I did, then I can just eat them by the case).<br /><br />Of note, I'm a cyclist, so my review will be with a cyclist slant.<br /><br />Wrapping: It's pretty easy to open with the little jagged edge at the top and bottom. When I go ride, I usually partially open the pack to make my life easier.<br /><br />Taste: Man, this thing tastes great. I would eat it for breakfast, lunch, AND dinner. I believe they have different flavors, I usually stick with Honey as the standard.<br /><br />Ease of eating (important for me as a cyclist): The waffles are soft, perhaps a little bit too soft. I think if you hold it at one end, the other end will probably start to sag. But I usually don't hold it long enough before the whole thing makes it to my mouth. This is soft, so you can swallow it in a couple of bites / chews. So much better than some of the energy bars that takes forever to chew and swallow.<br /><br />Cons: The only gripe that I have is that it is crumbly.. little tiny bits will fall off the edges or linger at the edge of your mouth. The other thing is that it is soft, so don't place too much pressure on it or you'll find your waffle shaped like a fortune cookie.<br /><br />Overall, I think this is the best fuel on bike. I usually bring this and some Sport Beans on my ride."
149139,B001CW8JIK,A1KJEH6Q4B59XF,mboada,0,0,5,1349308800,Great party favors,"Loved the product.  They made great party favors for my son's birthday with the video game truck. My only complaint was receiving 10 pink ones out of 24, for an all boy party (although the boys didn't mind too much since it was candy!)"
396258,B007FK3JS8,A1M26FMWP0ZSZH,S. Miller,1,1,5,1345248000,Good cup of coffee,I use a one cup coffee maker and used to use Senseo pods which I found at the grocery store but then the stores stopped carrying them so I turned to Amazon and tried these and I like them even better than the Senseo.. I use 2 pods for each mug of coffee and it is good. Not bitter and not weak like all the other brands I have tried... Good stuff!!
281040,B001EQ5OU0,AW4FD2CTA1HQP,cici,0,0,3,1349913600,Sunmaid Calimyrna Figs,"I was disappointed that the figs were very dry.  I used to be able to find this product locally, and I preferred Calimyrna to the Mission figs that are available locally, so I went on line to find a source.  I have opened only 2 packages.  In the first, they were all dry; in the second, the last 2 figs were moist and sticky, the way I like them.  I had left the package in an air tight container for several days - maybe that softened them.  Or, it may be that this was last year's crop, since I know that this is a seasonal product."
473238,B008FHUKE6,AM1XCST027MCO,"Karie L. Kelliher ""Karie""",0,0,4,1341273600,Tasty,"This coffee tastes amazing, and with my new Keurig machine, it only takes about 45 seconds to brew. When I'm on the go, I usually brew two of these K-cups and add milk to my travel mug. Still tastes great! I would recommend it to any avid coffee drinker."
79101,B0023XMZ0A,A2C7AE8XPDHJ6Z,"M. Lavery ""Diver Mike""",0,2,3,1291334400,Dogs love it but too pticey,"Our dogs love this stuff and we keep it in the motorhome and on the boat to eliminate the bulk and waste of cans.<br /><br />The only issue I have is that I can buy Old Roy from Walmart for 1/2 the price and it is the exact same prpduct.<br /><br />That being said, the box is heavy and they do leave it at the top of my 23 steps to the house."
465296,B004XMB7D0,A2H7KY0K2IZTMF,Caleb L. Page,1,1,5,1332806400,Nutiva Organic Extra-Virgin Coconut Oil,"I started using the extra virgin coconut oil and I am very pleased with it. I use for my hair, as a lotion and I put it in my cereal.  I also saw an improvement in my health. It is a great product.  What else can I say, My only complain that it be prefered if the container was glass rather than plastic."
390563,B001CRSR0U,A15WHJDFMMYD92,David Truth,1,1,5,1285804800,Amazing Taste!,Doesnt fill you up unless you eat it with some bread or rice but its amazing. The taste is really good. The best indian food you will ever get in a can. I was skeptical when ordering it but I'm glad I did. I've bought several boxes now and I still want to buy more even though I still have some boxes left. I cant get enough of this. This one and the spicy chilli are Amy's best soups.
326069,B003WKJW5Y,A1KHTWIW2QKB6L,labhunters,11,11,5,1287360000,Fabulous Baking sugar,"This product is excellent in baking.  I have made several Blueberry crisp, and pumpkin custards,no one can tell the difference. Best product out there for baking with.  The Ideal sugar, and powder sugar products is great too!  No after taste from this product.  Great in your coffee too!"
445353,B000T8TEZU,A1US0ADAQKIQSZ,Roslynd Lunaire,0,0,5,1346284800,"Really Good, Totally Free Caramel Dip","Honestly, I didn't think I was going to enjoy this product but I'm on a very restrictive diet for health reasons so I bought one jar. You know, hopefully it would satisfy a sweet craving if (more like when) one comes on.<br />I tried this with a cut up gala apple. Simply dipped the apple slices in a little and I was totally impressed. Granted it is not exactly like the full bore caramel you'd find at Halloween but come on now. To be able to have something that tastes this good without the guilt?! I'm sold!<br />I honestly and truly recommend this product. I've only tried it on apples yet but I think anything you can use caramel for you could use this for too. I'll find out because this is something I would keep in my pantry even after I'm better enough to come off this horribly restrictive diet. This is THAT good! And I'm a foodie. I love food, I love experiencing different cultures and different tastes. Keep an open mind and try it. You might well be as impressed as I was by this."
139009,B0041CIR62,A93LCEKKTMG7Q,R.D. Monsoon,0,0,4,1347148800,Fun in Stir Frys,"I found Peacock's Brown Rice Vermicelli to be a fun alternative to rice in stir frys (it's rice but in noodle form).<br /><br />I only have two complaints:<br /><br />1) The directions for preparing them are poor. The bag says that the noodles only need to be soaked in water for 1 to 2 minutes, but I found that they needed at least 5 in order to be soft enough to combine with whatever else I was cooking.<br /><br />2) The noodles come in two large clumps. If you don't want to cook with an entire clump, you need to break it appart -- especially problematic when you only want to cook with a third or a quarter of a clump. It would be more useful if they came in many small clumps.<br /><br />Besides those qualms, I'd still recommend them."
12648,B001EO6FTG,AZCW5THAAU34G,Sandra Wilson,0,0,5,1314921600,Yummy,I've enjoyed this bar when being gone for the day hiking and exploring.  So easy to stick in my pocket and savor when lunchtime approaches.  Eating it slowly helps me enjoy more fully.  I keep a stash of them at home.  Great for taking on trips.  They were somewhat difficult to find and I was glad to find a selection at Amazon.
542772,B005IZHXGG,A2FDCD6PGCHZQ5,bookwoman,0,0,5,1326672000,"Wonderful, Tastes just like the cookies.",It is delicious. It tastes just like the cookies and is spreadable on a bagel or toast. I mostly ate it directly out of the jar though because it tastes so good.
313295,B003WAX3H2,A3LRRMI4JXM0GP,"Shelby Miller ""concrete_queen""",0,0,4,1299542400,"Price issues aside, a nice variety","Got this pack with my new Cuisinart.  Seems like a good variety of different brands of coffees and teas.  So far have like most things, but some things to note:<br /><br />There's only one type of decaf coffee.  So if you're a big decaf drinker, you may not like this pack.<br /><br />Most of the coffees aren't ""extra bold"" so taste a little weak to me on the 8 oz setting.  If you like your coffee strong, use the 6 oz setting on your machine if it's not ""extra bold"".<br /><br />Tea is good, but also not as strong as I like it.<br /><br />Hot chocolate is just ok.  Be sure to rinse out your machine after you use it."
167837,B000NMI6LU,A2Y4DU3VZ6M153,R. Gale,0,0,3,1346716800,Toned-down version of a classic,"I am a lover of bold flavors, especially spicy and sour. I was psyched to find a few Tear Jerkers gumballs, individually wrapped, in mixed bags of candy we were handing out to kids in a parade this weekend.  I tried all three ""flavors"" that I found in the bag (red, green, and blue), and found all of them to be disappointing when held up against my memories of being able to barely tolerate them when I was in high school.<br /><br />They are sour, but not ""lock your jaw up"" sour like they used to be. I remember them almost rivaling the sour power of Warheads... and while I still find Warheads to be ridiculous for the first few seconds, these gumballs just don't compare to the ones I remember. Good, not great.<br /><br />The only caveat I would add is that it was not ""Cry Baby"" gumballs, but ""Tear Jerkers Sour Bubble Gum"" printed on the wrappers. They're both manufactured by Tootsie Roll Industries, so they're pretty likely to be the same thing, but I haven't done a side-by-side comparison."
375760,B006VRQLWM,A33Y8C4818EJL0,"Live, Laugh, Love...",1,1,5,1261612800,High Protein Snack for my Growing Boys,I started buying these last year for my boys to take for snack time at school.  They were complaining about being hungry after most snacks.  These fill them up until lunch and they love them!
489182,B000BT5KI2,A3LIBVKNZ8VDNE,P. Owens,0,0,4,1200614400,Great Tea not so great price after shipping,"I was very pleased with the tea it has a great taste and goes well with a drop or two of milk. However, Tetley tea is on par with PG Tips and you can find that at your local grocery store for a much lower price since you won't need to pay for shipping. If price doesn't matter then PG Tips is the way to go!"
33971,B00412W76S,A3AOF4C0MXEQSP,Kelly,5,5,4,1226361600,Not bad,"What can I say?  It's herbal tea, it tastes a bit grassy, but I like it.  I'd say try some before you buy a bunch of it because people either seem to love it or hate it."
446967,B000DINK6A,A38ZW8D4VHI6N3,L. Fain,0,0,5,1190851200,Smoothies,"This is one of the best additions added to fresh fruit I have found for smoothies. My Grandsons have to have one every time they visit, I like them too. I freeze any leftover and they are great then too."
258662,B000FGZKUY,A2Z0M88QTN5Z8,Gursharan,0,0,4,1286150400,lovely assam tea,"this is my daily morning tea - it is a more delicate bouquet than english breakfast.  try it like this: with a mortar and pestle, ground two cardamom buds, a pinch of fennel seeds, and a little piece of cinnamon.  grate a little ginger.  boil a half cup of water on the stove, and add the ground spices, ginger, and a sugar (1 add about 2 teaspoons of sugar).  as the water starts to boil, add one bag of the assam breakfast tea.  let a nice color develop - takes about a minute.  add a little less than a quarter cup of milk (whole, 2%, 1%, or fat free - you need less if it has more fat) and bring it to a boil.  let it sit for 3-4 minutes before serving.  it should have a nice caramel color."
93231,B005MWDVNY,A2JZURC0KKO5D7,I. Blumenfeld,1,1,5,1328745600,Our new favorite protein bar,"We love dark chocolate, so this bar tastes great to us. It's low calorie, only 2g of sugar, 15g of protein and 9g of fiber and it's gluten free! It kind of reminds me of the Hershey Krackel candy (only in dark chocolate). My 9 year old loves these. It makes a great snack. She likes it even more then the other Nugo Dark Chocolate crunch gluten free protein bars.<br />I'm not a big fan of many protein bars with crisped rice or many different nuts. This one tastes like a candy bar, only I don't feel bad eating it, since it's only 2g of sugar, lower fat, loaded with protein and it's dark chocolate.<br />Raspberry flavor is good too, if you like raspberry with dark chocolate."
39097,B004I6BMWW,A3B203YVH5TV6,R. Sterba,2,3,4,1330992000,"Really salty, but good.","The beef jerky was pretty good, I really like the texture and the dryness of it.  I prefer a dry jerky that can be broken apart pretty easily and this was what I got from this jerky.  I had really hoped for more flavor from the meat, being grass fed and high quality, however, all I could taste was salt, and lots of it.  The jerky was extremely salty and that's pretty much all you could taste.<br />I think that perhaps next time I will order one of their other flavors and see if it fares better.<br /><br />Overall good jerky, just a little too salty for my taste."
327201,B001QE7RJQ,AY2O7I9BNG2UI,"J. Shelton ""Just Shootin Ball""",0,0,4,1351036800,"Dog loves them, but I hate the smell","I have a 70 pound lab mix, and he goes nuts for these treats. He'll devour one in less than 5 minutes, but it's awesome to see him so happy. However, they have a super strong odor, and I do not find them to be as appealing as he does. Recommended for dog's happiness, just hold your nose if you're sensitive to strong, funky, meat-like smells."
477053,B003CFX9FI,A2A6V00W0DXK57,Anne,7,8,4,1311465600,To Expensive on Amazon,I bought one 2.5 oz of sweet potato by Sprout for .98 cents at wal mart. I did the math and its about $5 more on amazon for a 12 pack. I just wanted to let other moms know that it isn't cheaper on websites.
456354,B000G7TBKM,A33X6G6VME0WA0,"SURVIVOR ""SAILBOAT RACER""",0,0,5,1279929600,SNYDERS PIECES,"Excellent product, received promptly and fresh when opened. However, I found it was priced about the same as in Walmart. I expected more of a price bargain when ordering in bulk."
55200,B000KAKZ2I,A3I7J622UUG6LB,"veganadya ""veganadya""",0,0,4,1347062400,Stale (AVP),"I believe Greenies to be an excellent product. It tastes good and is good for my dogs. However, these large ones and the petite ones I ordered were soft and seemed old. I did not send them back. They apparently still tasted good to my 4 canines, but as far as a dental aid, they were just too soft and spongy."
98927,B005QRPH78,A2TBZAC0XYHLIB,"Mary Bookhounds ""BookHounds""",0,0,4,1321488000,My Picky Dog Loved These!,"I have a 9lb dachshund and I didn't notice the size on these when I ordered them and they are recommended for dogs 30lbs and over.  They are large sticks that most adult dogs would eat in a few bites, but this one lasted about 30 minutes for my dog.  She loved them, begged for them and when the package was empty, knocked the trash can down to get at the wrapper which she licked clean.  These are all organic and smell wonderfully almost like cinnamon.  With a smaller dog, they do make a bit of a mess since she has to chew it slowly so put something under your pet before letting them go at it.  I think they even helps clean her teeth a bit which is a real bonus.  I am now looking for a smaller size to order for her."
256652,B004XG2H94,AV2OTJKDCINB4,P. Burnett,1,1,5,1317168000,Fabulous Drink Mix,This is a fabulous and refreshing lemonade drink mix.  I love the lemonade flavor with the hint of raspberry.  The lemon taste is from crystallized lemon and it is sweetened with Stevia so natural and no chemical after taste.  This makes water so so so good!
68833,B000H7ELTM,A30P90TX73MGYL,outpost,3,3,3,1317168000,blueberry raisins,"I had my first shipping error in many, many Amazon orders.  I explained my time problem and they fixed it with a next day delivery, Kudos there.  These blueberries are pretty sweet, very much like a raisin with a blueberry aftertaste. Like some raisins, you also have noticeable seeds. I think they are a bit pricey for the pleasure.  I have yet to cook with them.  If you are debating between the Traverse Bay blueberries and the cherries, I would recommend you go with the cherries."
